Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier,Delivery_Delay,Fulfillment_Status,High_Value_Flag,Net_Revenue,Order_Segment
ORD1384,CUST215,Electronics,UPI,573.15,15,5,6,1.0,Yes,Tier 1,1,Minor Delay,Regular Order,487.17749999999995,Standard Order
ORD1385,CUST174,Home & Kitchen,UPI,497.85,10,6,6,4.0,No,Tier 1,0,On-Time,Regular Order,448.06500000000005,Standard Order
ORD1386,CUST212,Fashion,Debit Card,369.21,15,3,3,5.0,No,Tier 1,0,On-Time,Regular Order,313.82849999999996,Standard Order
ORD1387,CUST299,Beauty,Credit Card,2534.98,0,5,7,4.0,No,Tier 2,2,Minor Delay,Regular Order,2534.98,Loyal & Satisfied
ORD1388,CUST263,Books,Cash on Delivery,1227.8,5,2,2,5.0,Yes,Tier 1,0,On-Time,Regular Order,1166.4099999999999,Standard Order
ORD1389,CUST265,Fashion,Cash on Delivery,295.35,15,5,5,4.0,No,Tier 2,0,On-Time,Regular Order,251.0475,Standard Order
ORD1390,CUST203,Fashion,Credit Card,778.65,10,3,3,4.0,Yes,Tier 1,0,On-Time,Regular Order,700.785,Standard Order
ORD1391,CUST183,Fashion,Credit Card,750.13,10,7,7,1.0,No,Tier 2,0,On-Time,Regular Order,675.117,Standard Order
ORD1392,CUST326,Home & Kitchen,Credit Card,440.69,5,5,4,3.0,No,Tier 3,-1,Early,Regular Order,418.65549999999996,Standard Order
ORD1393,CUST211,Fashion,UPI,886.19,30,6,7,4.0,No,Tier 1,1,Minor Delay,Regular Order,620.333,Standard Order
ORD1394,CUST316,Home & Kitchen,UPI,684.34,5,6,6,4.0,No,Tier 2,0,On-Time,Regular Order,650.123,Standard Order
ORD1395,CUST198,Fashion,UPI,701.9,10,7,7,4.0,Yes,Tier 3,0,On-Time,Regular Order,631.71,Standard Order
ORD1396,CUST252,Home & Kitchen,UPI,1812.0,15,3,7,4.0,No,Tier 1,4,Severe Delay,Regular Order,1540.2,Loyal & Satisfied
ORD1397,CUST192,Fashion,Cash on Delivery,503.18,10,4,4,3.0,No,Tier 2,0,On-Time,Regular Order,452.862,Standard Order
ORD1398,CUST245,Fashion,Cash on Delivery,1432.2,5,6,8,4.0,No,Tier 1,2,Minor Delay,Regular Order,1360.59,Loyal & Satisfied
ORD1399,CUST227,Beauty,Debit Card,1214.58,10,2,1,2.0,No,Tier 2,-1,Early,Regular Order,1093.122,Standard Order
ORD1400,CUST209,Books,UPI,1207.45,20,3,3,3.0,Yes,Tier 1,0,On-Time,Regular Order,965.96,Standard Order
ORD1401,CUST181,Electronics,UPI,1505.23,5,5,7,4.0,No,Tier 3,2,Minor Delay,Regular Order,1429.9685,Loyal & Satisfied
ORD1402,CUST293,Beauty,UPI,1153.9,0,5,5,4.0,No,Tier 2,0,On-Time,Regular Order,1153.9,Loyal & Satisfied
ORD1403,CUST153,Fashion,Cash on Delivery,2736.89,5,2,3,4.0,No,Tier 2,1,Minor Delay,Regular Order,2600.0454999999997,Loyal & Satisfied
ORD1404,CUST262,Beauty,UPI,1550.86,20,6,6,3.0,Yes,Tier 2,0,On-Time,Regular Order,1240.688,Standard Order
ORD1405,CUST307,Books,Debit Card,1150.14,0,3,2,4.0,Yes,Tier 2,-1,Early,Regular Order,1150.14,Standard Order
ORD1406,CUST288,Fashion,UPI,2324.68,50,2,2,3.0,No,Tier 1,0,On-Time,Regular Order,1162.34,Standard Order
ORD1407,CUST268,Electronics,Credit Card,1318.13,10,6,6,3.0,No,Tier 3,0,On-Time,Regular Order,1186.3170000000002,Standard Order
ORD1408,CUST327,Fashion,UPI,612.92,50,3,5,5.0,No,Tier 3,2,Minor Delay,Regular Order,306.46,Standard Order
ORD1409,CUST260,Fashion,Credit Card,478.46,30,5,5,4.0,Yes,Tier 2,0,On-Time,Regular Order,334.92199999999997,High-Risk Transaction
ORD1410,CUST167,Home & Kitchen,Credit Card,398.31,10,3,7,5.0,No,Tier 3,4,Severe Delay,Regular Order,358.479,Standard Order
ORD1411,CUST132,Fashion,Debit Card,2956.58,0,7,11,3.0,No,Tier 2,4,Severe Delay,Regular Order,2956.58,Standard Order
ORD1412,CUST241,Electronics,Cash on Delivery,1686.01,0,4,4,5.0,No,Tier 2,0,On-Time,Regular Order,1686.01,Loyal & Satisfied
ORD1413,CUST120,Books,UPI,3524.77,5,3,3,1.0,No,Tier 2,0,On-Time,Regular Order,3348.5315,Standard Order
ORD1414,CUST147,Beauty,Credit Card,1309.47,15,4,6,5.0,No,Tier 1,2,Minor Delay,Regular Order,1113.0495,Loyal & Satisfied
ORD1415,CUST247,Fashion,UPI,969.58,5,3,7,3.0,No,Tier 1,4,Severe Delay,Regular Order,921.101,Standard Order
ORD1416,CUST347,Electronics,Cash on Delivery,273.89,5,4,4,3.0,No,Tier 1,0,On-Time,Regular Order,260.1955,Standard Order
ORD1417,CUST227,Fashion,Cash on Delivery,1536.38,10,7,7,4.0,Yes,Tier 2,0,On-Time,Regular Order,1382.7420000000002,Standard Order
ORD1418,CUST235,Electronics,UPI,1247.33,30,5,5,5.0,No,Tier 1,0,On-Time,Regular Order,873.1309999999999,Loyal & Satisfied
ORD1419,CUST234,Beauty,Cash on Delivery,1167.26,0,6,7,1.0,No,Tier 1,1,Minor Delay,Regular Order,1167.26,Standard Order
ORD1420,CUST294,Electronics,Debit Card,528.0,0,4,4,3.0,No,Tier 3,0,On-Time,Regular Order,528.0,Standard Order
ORD1421,CUST244,Home & Kitchen,Credit Card,1107.91,0,7,8,5.0,No,Tier 1,1,Minor Delay,Regular Order,1107.91,Loyal & Satisfied
ORD1422,CUST227,Fashion,UPI,1463.07,30,4,3,3.0,No,Tier 2,-1,Early,Regular Order,1024.149,Standard Order
ORD1423,CUST132,Home & Kitchen,Debit Card,1441.38,15,5,4,2.0,No,Tier 1,-1,Early,Regular Order,1225.173,Standard Order
ORD1424,CUST275,Home & Kitchen,UPI,1188.71,5,4,4,3.0,No,Tier 1,0,On-Time,Regular Order,1129.2745,Standard Order
ORD1425,CUST303,Books,Credit Card,1143.65,0,7,7,3.0,No,Tier 2,0,On-Time,Regular Order,1143.65,Standard Order
ORD1426,CUST286,Electronics,Cash on Delivery,475.27,5,7,7,5.0,No,Tier 2,0,On-Time,Regular Order,451.50649999999996,Standard Order
ORD1427,CUST214,Electronics,Credit Card,1751.92,0,2,2,4.0,Yes,Tier 2,0,On-Time,Regular Order,1751.92,Standard Order
ORD1428,CUST313,Electronics,UPI,1360.26,30,5,5,4.0,No,Tier 1,0,On-Time,Regular Order,952.1819999999999,Loyal & Satisfied
ORD1429,CUST218,Beauty,UPI,2916.9,20,2,2,4.0,No,Tier 2,0,On-Time,Regular Order,2333.52,Loyal & Satisfied
ORD1430,CUST121,Beauty,UPI,2454.31,10,5,5,4.0,No,Tier 1,0,On-Time,Regular Order,2208.879,Loyal & Satisfied
ORD1431,CUST337,Home & Kitchen,UPI,654.26,30,4,11,1.0,No,Tier 1,7,Severe Delay,Regular Order,457.98199999999997,Standard Order
ORD1432,CUST257,Home & Kitchen,Cash on Delivery,587.95,5,7,7,3.0,No,Tier 1,0,On-Time,Regular Order,558.5525,Standard Order
ORD1433,CUST137,Home & Kitchen,Debit Card,4997.97,15,2,2,3.0,No,Tier 1,0,On-Time,High-Value Order,4248.2745,Standard Order
ORD1434,CUST329,Electronics,Debit Card,1099.06,30,4,4,2.0,No,Tier 1,0,On-Time,Regular Order,769.3419999999999,Standard Order
ORD1435,CUST208,Beauty,Credit Card,3042.74,5,7,14,5.0,Yes,Tier 1,7,Severe Delay,Regular Order,2890.6029999999996,Standard Order
ORD1436,CUST150,Fashion,Cash on Delivery,414.78,20,5,5,4.0,No,Tier 3,0,On-Time,Regular Order,331.824,Standard Order
ORD1437,CUST281,Fashion,UPI,1435.41,5,7,8,3.0,No,Tier 1,1,Minor Delay,Regular Order,1363.6395,Standard Order
ORD1438,CUST107,Fashion,UPI,2191.99,5,4,5,4.0,No,Tier 1,1,Minor Delay,Regular Order,2082.3904999999995,Loyal & Satisfied
ORD1439,CUST126,Electronics,UPI,3733.94,0,2,3,4.0,No,Tier 1,1,Minor Delay,High-Value Order,3733.94,Loyal & Satisfied
ORD1440,CUST126,Electronics,UPI,693.79,10,2,1,5.0,No,Tier 2,-1,Early,Regular Order,624.411,Standard Order
ORD1441,CUST325,Home & Kitchen,UPI,1749.1,15,7,8,5.0,No,Tier 1,1,Minor Delay,Regular Order,1486.735,Loyal & Satisfied
ORD1442,CUST120,Electronics,UPI,1128.74,30,4,3,4.0,No,Tier 3,-1,Early,Regular Order,790.1179999999999,Loyal & Satisfied
ORD1443,CUST129,Home & Kitchen,Cash on Delivery,275.05,15,3,3,4.0,Yes,Tier 3,0,On-Time,Regular Order,233.7925,Standard Order
ORD1444,CUST196,Electronics,Debit Card,1605.42,30,5,6,4.0,No,Tier 1,1,Minor Delay,Regular Order,1123.7939999999999,Loyal & Satisfied
ORD1445,CUST127,Fashion,UPI,1605.79,20,5,5,4.0,No,Tier 2,0,On-Time,Regular Order,1284.632,Loyal & Satisfied
ORD1446,CUST210,Fashion,Debit Card,3401.56,0,4,6,2.0,No,Tier 1,2,Minor Delay,Regular Order,3401.56,Standard Order
ORD1447,CUST291,Fashion,Cash on Delivery,1025.34,10,3,2,2.0,No,Tier 2,-1,Early,Regular Order,922.8059999999999,Standard Order
ORD1448,CUST324,Home & Kitchen,UPI,514.03,0,2,4,4.0,Yes,Tier 1,2,Minor Delay,Regular Order,514.03,Standard Order
ORD1449,CUST296,Fashion,Debit Card,254.7,15,6,6,3.0,No,Tier 1,0,On-Time,Regular Order,216.49499999999998,Standard Order
ORD1450,CUST160,Home & Kitchen,UPI,844.69,30,6,6,1.0,Yes,Tier 1,0,On-Time,Regular Order,591.283,High-Risk Transaction
ORD1451,CUST147,Fashion,UPI,631.3,0,4,3,4.0,Yes,Tier 2,-1,Early,Regular Order,631.3,Standard Order
ORD1452,CUST246,Home & Kitchen,Credit Card,1917.99,15,3,7,1.0,No,Tier 1,4,Severe Delay,Regular Order,1630.2915,Standard Order
ORD1453,CUST103,Beauty,Debit Card,724.84,15,3,2,4.0,No,Tier 1,-1,Early,Regular Order,616.114,Standard Order
ORD1454,CUST134,Home & Kitchen,Debit Card,3772.79,10,5,5,4.0,No,Tier 2,0,On-Time,High-Value Order,3395.511,Loyal & Satisfied
ORD1455,CUST291,Electronics,UPI,4134.04,5,2,2,4.0,No,Tier 2,0,On-Time,High-Value Order,3927.3379999999997,Loyal & Satisfied
ORD1456,CUST148,Electronics,Cash on Delivery,1363.97,5,7,8,4.0,No,Tier 3,1,Minor Delay,Regular Order,1295.7715,Loyal & Satisfied
ORD1457,CUST116,Fashion,Credit Card,3368.36,0,3,3,1.0,No,Tier 1,0,On-Time,Regular Order,3368.36,Standard Order
ORD1458,CUST271,Home & Kitchen,UPI,1916.82,5,7,6,4.0,Yes,Tier 2,-1,Early,Regular Order,1820.9789999999998,Standard Order
ORD1459,CUST319,Electronics,UPI,1149.86,0,6,6,5.0,No,Tier 2,0,On-Time,Regular Order,1149.86,Loyal & Satisfied
ORD1460,CUST257,Fashion,UPI,438.59,10,7,7,4.0,No,Tier 1,0,On-Time,Regular Order,394.731,Standard Order
ORD1461,CUST320,Home & Kitchen,Credit Card,936.31,0,2,2,3.0,No,Tier 2,0,On-Time,Regular Order,936.31,Standard Order
ORD1462,CUST145,Fashion,Cash on Delivery,1187.56,30,2,2,3.0,No,Tier 1,0,On-Time,Regular Order,831.2919999999999,Standard Order
ORD1463,CUST216,Books,UPI,2593.78,10,7,8,5.0,No,Tier 3,1,Minor Delay,Regular Order,2334.402,Loyal & Satisfied
ORD1464,CUST105,Electronics,Debit Card,987.79,15,4,4,2.0,No,Tier 1,0,On-Time,Regular Order,839.6215,Standard Order
ORD1465,CUST198,Electronics,Credit Card,2935.52,10,3,3,4.0,No,Tier 2,0,On-Time,Regular Order,2641.968,Loyal & Satisfied
ORD1466,CUST223,Home & Kitchen,Cash on Delivery,1546.31,10,4,4,3.0,No,Tier 1,0,On-Time,Regular Order,1391.679,Standard Order
ORD1467,CUST332,Fashion,Debit Card,376.81,30,7,14,1.0,No,Tier 3,7,Severe Delay,Regular Order,263.767,Standard Order
ORD1468,CUST136,Home & Kitchen,UPI,6553.52,0,3,7,3.0,No,Tier 1,4,Severe Delay,High-Value Order,6553.52,Standard Order
ORD1469,CUST123,Fashion,UPI,1098.98,5,5,7,3.0,No,Tier 3,2,Minor Delay,Regular Order,1044.031,Standard Order
ORD1470,CUST192,Electronics,Debit Card,796.82,20,4,4,4.0,No,Tier 3,0,On-Time,Regular Order,637.4560000000001,Standard Order
ORD1471,CUST340,Books,Credit Card,1491.45,0,4,3,5.0,No,Tier 1,-1,Early,Regular Order,1491.45,Loyal & Satisfied
ORD1472,CUST145,Books,UPI,338.35,0,7,7,3.0,No,Tier 3,0,On-Time,Regular Order,338.35,Standard Order
ORD1473,CUST280,Home & Kitchen,UPI,1414.5,5,6,6,5.0,No,Tier 3,0,On-Time,Regular Order,1343.7749999999999,Loyal & Satisfied
ORD1474,CUST194,Fashion,Debit Card,1027.55,0,7,7,1.0,No,Tier 1,0,On-Time,Regular Order,1027.55,Standard Order
ORD1475,CUST198,Home & Kitchen,Debit Card,826.41,10,4,5,4.0,No,Tier 1,1,Minor Delay,Regular Order,743.769,Standard Order
ORD1476,CUST287,Fashion,UPI,3869.64,5,3,5,1.0,No,Tier 2,2,Minor Delay,High-Value Order,3676.158,Standard Order
ORD1477,CUST324,Electronics,Credit Card,1087.13,30,6,8,5.0,No,Tier 1,2,Minor Delay,Regular Order,760.991,Standard Order
ORD1478,CUST215,Beauty,UPI,496.8,20,7,7,4.0,No,Tier 1,0,On-Time,Regular Order,397.44000000000005,Standard Order
ORD1479,CUST290,Electronics,Credit Card,937.12,15,7,8,4.0,No,Tier 1,1,Minor Delay,Regular Order,796.552,Standard Order
ORD1480,CUST312,Beauty,Cash on Delivery,3221.72,15,4,4,5.0,Yes,Tier 1,0,On-Time,Regular Order,2738.4619999999995,Standard Order
ORD1481,CUST259,Fashion,Cash on Delivery,432.44,30,4,3,4.0,No,Tier 1,-1,Early,Regular Order,302.70799999999997,Standard Order
ORD1482,CUST314,Electronics,UPI,488.89,5,5,6,4.0,No,Tier 1,1,Minor Delay,Regular Order,464.4455,Standard Order
ORD1483,CUST260,Fashion,UPI,215.74,30,7,6,4.0,No,Tier 3,-1,Early,Regular Order,151.018,Standard Order
ORD1484,CUST166,Beauty,UPI,217.15,20,4,4,5.0,No,Tier 2,0,On-Time,Regular Order,173.72000000000003,Standard Order
ORD1485,CUST227,Home & Kitchen,Cash on Delivery,2322.06,15,2,2,4.0,No,Tier 1,0,On-Time,Regular Order,1973.751,Loyal & Satisfied
ORD1486,CUST117,Books,Credit Card,1780.67,10,6,7,2.0,Yes,Tier 2,1,Minor Delay,Regular Order,1602.603,Standard Order
ORD1487,CUST124,Home & Kitchen,Credit Card,726.28,5,2,3,4.0,No,Tier 2,1,Minor Delay,Regular Order,689.9659999999999,Standard Order
ORD1488,CUST333,Home & Kitchen,UPI,1638.03,10,6,6,2.0,No,Tier 3,0,On-Time,Regular Order,1474.227,Standard Order
ORD1489,CUST322,Books,UPI,803.44,20,7,9,4.0,No,Tier 1,2,Minor Delay,Regular Order,642.7520000000001,Standard Order
ORD1490,CUST153,Electronics,Credit Card,3866.5,0,5,5,4.0,Yes,Tier 1,0,On-Time,High-Value Order,3866.5,Standard Order
ORD1491,CUST157,Fashion,Cash on Delivery,4295.41,20,4,4,4.0,No,Tier 3,0,On-Time,High-Value Order,3436.328,Loyal & Satisfied
ORD1492,CUST166,Electronics,Debit Card,798.66,5,4,5,1.0,No,Tier 3,1,Minor Delay,Regular Order,758.727,Standard Order
ORD1493,CUST203,Beauty,Debit Card,2510.8,0,4,5,2.0,No,Tier 2,1,Minor Delay,Regular Order,2510.8,Standard Order
ORD1494,CUST273,Beauty,Debit Card,1979.84,0,7,14,4.0,No,Tier 2,7,Severe Delay,Regular Order,1979.84,Loyal & Satisfied
ORD1495,CUST123,Electronics,UPI,645.28,0,6,6,4.0,No,Tier 1,0,On-Time,Regular Order,645.28,Standard Order
ORD1496,CUST213,Home & Kitchen,UPI,516.82,10,4,5,3.0,No,Tier 2,1,Minor Delay,Regular Order,465.13800000000003,Standard Order
ORD1497,CUST131,Beauty,Cash on Delivery,935.51,5,2,3,3.0,No,Tier 1,1,Minor Delay,Regular Order,888.7344999999999,Standard Order
ORD1498,CUST274,Electronics,UPI,2024.33,50,4,8,4.0,No,Tier 1,4,Severe Delay,Regular Order,1012.165,Loyal & Satisfied
ORD1499,CUST185,Home & Kitchen,Cash on Delivery,4067.7,10,7,7,4.0,Yes,Tier 3,0,On-Time,High-Value Order,3660.93,Standard Order
ORD1500,CUST250,Beauty,Cash on Delivery,1930.57,0,5,6,3.0,No,Tier 1,1,Minor Delay,Regular Order,1930.57,Standard Order
ORD1501,CUST293,Electronics,UPI,2518.94,15,2,2,3.0,No,Tier 2,0,On-Time,Regular Order,2141.099,Standard Order
ORD1502,CUST226,Home & Kitchen,Debit Card,1308.78,30,4,4,3.0,No,Tier 3,0,On-Time,Regular Order,916.146,Standard Order
ORD1503,CUST254,Fashion,UPI,2365.14,15,4,4,4.0,No,Tier 1,0,On-Time,Regular Order,2010.369,Loyal & Satisfied
ORD1504,CUST333,Beauty,UPI,2041.31,0,3,3,2.0,Yes,Tier 3,0,On-Time,Regular Order,2041.31,Standard Order
ORD1505,CUST229,Beauty,UPI,767.82,30,6,6,3.0,Yes,Tier 3,0,On-Time,Regular Order,537.474,High-Risk Transaction
ORD1506,CUST317,Beauty,UPI,1163.53,20,2,4,1.0,No,Tier 2,2,Minor Delay,Regular Order,930.8240000000001,Standard Order
ORD1507,CUST116,Fashion,UPI,2160.19,0,3,3,3.0,No,Tier 1,0,On-Time,Regular Order,2160.19,Standard Order
ORD1508,CUST203,Beauty,Cash on Delivery,256.58,0,5,6,4.0,No,Tier 1,1,Minor Delay,Regular Order,256.58,Standard Order
ORD1509,CUST260,Books,Cash on Delivery,2180.81,10,6,6,3.0,No,Tier 1,0,On-Time,Regular Order,1962.729,Standard Order
ORD1510,CUST236,Fashion,Credit Card,435.05,0,2,1,2.0,No,Tier 1,-1,Early,Regular Order,435.05,Standard Order
ORD1511,CUST142,Books,UPI,1067.55,20,4,4,4.0,Yes,Tier 1,0,On-Time,Regular Order,854.04,Standard Order
ORD1512,CUST345,Electronics,Cash on Delivery,2182.03,5,2,2,1.0,Yes,Tier 3,0,On-Time,Regular Order,2072.9285,Standard Order
ORD1513,CUST275,Home & Kitchen,Credit Card,551.35,30,4,4,2.0,No,Tier 1,0,On-Time,Regular Order,385.945,Standard Order
ORD1514,CUST138,Electronics,Cash on Delivery,538.53,10,6,6,5.0,No,Tier 2,0,On-Time,Regular Order,484.67699999999996,Standard Order
ORD1515,CUST320,Electronics,UPI,818.53,0,4,4,4.0,No,Tier 1,0,On-Time,Regular Order,818.53,Standard Order
ORD1516,CUST269,Electronics,Debit Card,2900.48,0,5,5,5.0,No,Tier 2,0,On-Time,Regular Order,2900.48,Loyal & Satisfied
ORD1517,CUST346,Home & Kitchen,UPI,200.53,10,7,7,5.0,No,Tier 3,0,On-Time,Regular Order,180.477,Standard Order
ORD1518,CUST125,Fashion,UPI,2979.82,20,4,4,4.0,No,Tier 1,0,On-Time,Regular Order,2383.856,Loyal & Satisfied
ORD1519,CUST198,Home & Kitchen,Cash on Delivery,400.41,20,5,4,1.0,No,Tier 1,-1,Early,Regular Order,320.32800000000003,Standard Order
ORD1520,CUST149,Electronics,Cash on Delivery,5736.61,5,7,11,4.0,No,Tier 2,4,Severe Delay,High-Value Order,5449.7795,Loyal & Satisfied
ORD1521,CUST252,Fashion,UPI,3917.24,5,6,8,5.0,Yes,Tier 2,2,Minor Delay,High-Value Order,3721.3779999999997,Standard Order
ORD1522,CUST251,Fashion,UPI,1019.06,0,6,7,4.0,Yes,Tier 2,1,Minor Delay,Regular Order,1019.06,Standard Order
ORD1523,CUST112,Books,Debit Card,1062.7,15,2,1,4.0,No,Tier 1,-1,Early,Regular Order,903.295,Standard Order
ORD1524,CUST159,Fashion,Cash on Delivery,988.29,0,5,6,3.0,No,Tier 1,1,Minor Delay,Regular Order,988.29,Standard Order
ORD1525,CUST349,Home & Kitchen,Cash on Delivery,1410.89,10,5,7,5.0,No,Tier 3,2,Minor Delay,Regular Order,1269.8010000000002,Loyal & Satisfied
ORD1526,CUST234,Beauty,Debit Card,314.12,15,3,4,4.0,No,Tier 3,1,Minor Delay,Regular Order,267.002,Standard Order
ORD1527,CUST156,Home & Kitchen,Credit Card,239.79,30,3,2,4.0,No,Tier 2,-1,Early,Regular Order,167.85299999999998,Standard Order
ORD1528,CUST135,Electronics,Debit Card,271.32,5,7,8,2.0,Yes,Tier 3,1,Minor Delay,Regular Order,257.75399999999996,Standard Order
ORD1529,CUST272,Electronics,UPI,905.17,5,7,9,3.0,No,Tier 2,2,Minor Delay,Regular Order,859.9114999999999,Standard Order
ORD1530,CUST119,Beauty,Cash on Delivery,586.81,15,3,3,3.0,No,Tier 1,0,On-Time,Regular Order,498.78849999999994,Standard Order
ORD1531,CUST164,Electronics,UPI,1367.56,15,7,8,4.0,No,Tier 1,1,Minor Delay,Regular Order,1162.426,Loyal & Satisfied
ORD1532,CUST107,Beauty,UPI,6062.22,5,4,4,2.0,No,Tier 1,0,On-Time,High-Value Order,5759.109,Standard Order
ORD1533,CUST337,Fashion,Cash on Delivery,785.94,30,3,3,1.0,No,Tier 2,0,On-Time,Regular Order,550.158,Standard Order
ORD1534,CUST243,Beauty,Debit Card,1223.53,20,5,4,4.0,No,Tier 1,-1,Early,Regular Order,978.8240000000001,Loyal & Satisfied
ORD1535,CUST241,Books,UPI,844.61,5,4,5,1.0,No,Tier 1,1,Minor Delay,Regular Order,802.3795,Standard Order
ORD1536,CUST303,Beauty,Cash on Delivery,2454.91,5,7,6,5.0,No,Tier 2,-1,Early,Regular Order,2332.1645,Loyal & Satisfied
ORD1537,CUST214,Fashion,Credit Card,2990.24,10,6,6,3.0,No,Tier 2,0,On-Time,Regular Order,2691.216,Standard Order
ORD1538,CUST314,Books,Credit Card,2718.16,20,2,2,5.0,No,Tier 2,0,On-Time,Regular Order,2174.528,Loyal & Satisfied
ORD1539,CUST242,Fashion,UPI,4596.89,0,3,3,4.0,Yes,Tier 3,0,On-Time,High-Value Order,4596.89,Standard Order
ORD1540,CUST191,Fashion,Cash on Delivery,233.49,15,6,5,5.0,Yes,Tier 1,-1,Early,Regular Order,198.4665,Standard Order
ORD1541,CUST197,Home & Kitchen,Credit Card,2397.72,15,7,8,5.0,No,Tier 2,1,Minor Delay,Regular Order,2038.0619999999997,Loyal & Satisfied
ORD1542,CUST165,Beauty,Debit Card,1872.09,5,5,6,1.0,No,Tier 2,1,Minor Delay,Regular Order,1778.4854999999998,Standard Order
ORD1543,CUST131,Beauty,Cash on Delivery,511.6,15,2,2,1.0,No,Tier 2,0,On-Time,Regular Order,434.86,Standard Order
ORD1544,CUST314,Books,Debit Card,3957.04,30,6,5,3.0,No,Tier 1,-1,Early,High-Value Order,2769.928,Standard Order
ORD1545,CUST290,Fashion,Debit Card,392.45,0,2,1,4.0,No,Tier 1,-1,Early,Regular Order,392.45,Standard Order
ORD1546,CUST185,Fashion,Credit Card,1565.63,5,3,5,5.0,No,Tier 3,2,Minor Delay,Regular Order,1487.3485,Loyal & Satisfied
ORD1547,CUST150,Home & Kitchen,Cash on Delivery,505.7,10,7,7,4.0,No,Tier 2,0,On-Time,Regular Order,455.13,Standard Order
ORD1548,CUST252,Electronics,UPI,877.45,30,5,5,4.0,No,Tier 3,0,On-Time,Regular Order,614.215,Standard Order
ORD1549,CUST285,Electronics,Credit Card,1723.96,50,7,6,2.0,No,Tier 2,-1,Early,Regular Order,861.98,Standard Order
ORD1550,CUST162,Fashion,Credit Card,1194.28,10,2,3,5.0,Yes,Tier 2,1,Minor Delay,Regular Order,1074.852,Standard Order
ORD1551,CUST289,Fashion,Cash on Delivery,1006.55,20,6,8,4.0,No,Tier 3,2,Minor Delay,Regular Order,805.24,Standard Order
ORD1552,CUST224,Fashion,Cash on Delivery,674.03,10,3,5,3.0,No,Tier 2,2,Minor Delay,Regular Order,606.627,Standard Order
ORD1553,CUST249,Electronics,Debit Card,2396.55,10,3,4,4.0,Yes,Tier 1,1,Minor Delay,Regular Order,2156.8950000000004,Standard Order
ORD1554,CUST157,Electronics,Cash on Delivery,386.32,5,7,6,2.0,Yes,Tier 2,-1,Early,Regular Order,367.00399999999996,Standard Order
ORD1555,CUST157,Electronics,Debit Card,874.76,5,6,5,4.0,No,Tier 3,-1,Early,Regular Order,831.0219999999999,Standard Order
ORD1556,CUST185,Beauty,Credit Card,3009.06,5,6,5,4.0,No,Tier 1,-1,Early,Regular Order,2858.607,Loyal & Satisfied
ORD1557,CUST148,Fashion,UPI,2443.79,10,2,2,2.0,No,Tier 1,0,On-Time,Regular Order,2199.411,Standard Order
ORD1558,CUST279,Fashion,UPI,814.88,0,7,6,3.0,No,Tier 1,-1,Early,Regular Order,814.88,Standard Order
ORD1559,CUST269,Home & Kitchen,Credit Card,1928.18,30,7,7,3.0,No,Tier 3,0,On-Time,Regular Order,1349.7259999999999,Standard Order
ORD1560,CUST169,Electronics,Cash on Delivery,2279.02,0,4,4,4.0,No,Tier 1,0,On-Time,Regular Order,2279.02,Loyal & Satisfied
ORD1561,CUST114,Beauty,UPI,1167.26,5,7,11,4.0,No,Tier 2,4,Severe Delay,Regular Order,1108.897,Loyal & Satisfied
ORD1562,CUST153,Books,UPI,1143.65,10,3,4,1.0,No,Tier 1,1,Minor Delay,Regular Order,1029.285,Standard Order
ORD1563,CUST334,Electronics,UPI,474.48,15,2,4,4.0,No,Tier 1,2,Minor Delay,Regular Order,403.308,Standard Order
ORD1564,CUST287,Fashion,Debit Card,553.74,0,6,7,4.0,No,Tier 2,1,Minor Delay,Regular Order,553.74,Standard Order
ORD1565,CUST200,Beauty,UPI,620.65,5,7,6,3.0,No,Tier 1,-1,Early,Regular Order,589.6175,Standard Order
ORD1566,CUST324,Beauty,Debit Card,1281.1,50,2,3,1.0,No,Tier 2,1,Minor Delay,Regular Order,640.55,Standard Order
ORD1567,CUST107,Fashion,Credit Card,240.03,5,7,7,4.0,No,Tier 2,0,On-Time,Regular Order,228.02849999999998,Standard Order
ORD1568,CUST152,Home & Kitchen,UPI,1412.86,5,6,7,4.0,No,Tier 3,1,Minor Delay,Regular Order,1342.2169999999999,Loyal & Satisfied
ORD1569,CUST159,Electronics,Credit Card,743.74,20,5,5,3.0,No,Tier 1,0,On-Time,Regular Order,594.9920000000001,Standard Order
ORD1570,CUST335,Beauty,Debit Card,619.88,0,6,13,3.0,No,Tier 3,7,Severe Delay,Regular Order,619.88,Standard Order
ORD1571,CUST207,Electronics,UPI,2739.29,10,6,6,2.0,Yes,Tier 2,0,On-Time,Regular Order,2465.361,Standard Order
ORD1572,CUST104,Beauty,Debit Card,939.43,5,6,6,4.0,No,Tier 3,0,On-Time,Regular Order,892.4585,Standard Order
ORD1573,CUST202,Home & Kitchen,UPI,319.85,5,7,11,2.0,No,Tier 2,4,Severe Delay,Regular Order,303.8575,Standard Order
ORD1574,CUST295,Home & Kitchen,Debit Card,2303.6,5,4,3,3.0,No,Tier 2,-1,Early,Regular Order,2188.4199999999996,Standard Order
ORD1575,CUST105,Fashion,UPI,258.58,0,6,7,4.0,No,Tier 3,1,Minor Delay,Regular Order,258.58,Standard Order
